Date,MPRIME,MPRIMEpct,MPRIMEstd,VIX,VIXpct,VIXstd,RealGDP,RealGDPpct,RealGDPstd,UNRATEpct,UNRATEstd,income,incomepct,incomestd,CPIpct,CPIstd,bond10,bond10pct,bond5pct,bond5,bond3pct,bond3,commodity,commoditypct,SP500pct,SP500
11/1/2013,3.25,0,0,13.7,-0.003636364,1.120473139,16.68,0.004214329,0.089069261,6.9,0.161864141,39067,0.001846391,97.06299501,-0.204242419,0.203801177,2.746,0.076,0.0344,1.3718,0.6053,0.061,620.117,-0.0039,0.028,1805.81
10/1/2013,3.25,0,0,13.75,-0.171686747,1.094841567,16.61,-0.000601685,0.098183502,7.2,0.173349358,38995,-0.00362828,97.4346191,-0.257528326,0.191125193,2.552,-0.0241,-0.0422,1.3262,1.5333,0.038,622.5243,-0.0156,0.0446,1756.54
9/1/2013,3.25,0,0,16.6,-0.024103469,1.219123684,16.62,0.003623188,0.106018866,7.2,0.182208672,39137,0.003435633,493.8647791,0.116300449,0.19245689,2.615,-0.0624,-0.1586,1.3847,-0.4,0.015,632.3998,-0.0375,0.0297,1681.55
8/1/2013,3.25,0,0,17.01,0.264684015,1.193510811,16.56,0.002421308,0.100049988,7.2,0.165680415,39003,0.001566432,546.3675732,0.120293156,0.236348526,2.789,0.078,0.187,1.6457,-0.3421,0.025,657.0511,0.0288,-0.0313,1632.97
7/1/2013,3.25,0,0,13.45,-0.202253903,1.342331761,16.52,0.006090134,0.09911273,7.3,0.142302495,38942,-0.001589581,552.3952616,0.039399753,0.238428013,2.588,0.0402,-0.0069,1.3864,0.0857,0.038,638.6382,0.0447,0.0495,1685.73
6/1/2013,3.25,0,0,16.860001,0.034355953,1.251349094,16.42,-0.001823708,0.097758205,7.5,0.118321596,39004,-0.000384428,545.9340803,0.239970809,0.249084951,2.487,0.1669,0.3632,1.3961,-0.0789,0.035,611.2961,-0.0068,-0.015,1606.28
5/1/2013,3.25,0,0,16.299999,0.205621228,1.284912364,16.45,0.000608273,0.096153812,7.5,0.134907376,39019,0.004220821,540.0338693,0.178040777,0.264312453,2.132,0.2739,0.5114,1.0241,-0.2549,0.038,615.4581,-0.0144,0.0208,1630.74
4/1/2013,3.25,0,0,13.52,0.064566929,1.446983192,16.44,0.004276115,0.089962955,7.6,0.148492424,38855,0.00245098,532.6518985,-0.103963948,0.273351748,1.673,-0.0965,-0.119,0.6776,-0.2817,0.051,624.435,-0.0467,0.0181,1597.57
3/1/2013,3.25,0,0,12.7,-0.181173436,1.326184148,16.37,-0.009079903,0.090682597,7.5,0.156364958,38760,0.002508859,516.0964299,0.261450858,0.275344115,1.852,-0.0153,0.004,0.7691,-0.3302,0.071,655.0464,0.0105,0.036,1569.19
2/1/2013,3.25,0,0,15.51,0.086134454,1.827898208,16.52,0.007931666,0.065870243,7.7,0.138564065,38663,-0.003248344,484.805033,0.819002953,0.277927864,1.881,-0.0524,-0.1293,0.766,0.3418,0.106,648.2096,-0.0402,0.0111,1514.68
1/1/2013,3.25,0,0,14.28,-0.20754717,1.768294062,16.39,0.006138735,0.053707024,8,0.132098448,38789,-0.05833657,429.5777054,0.295730419,0.227220172,1.985,0.13,0.2144,0.8798,0.7174,0.079,675.3659,0.0445,0.0504,1498.11
12/1/2012,3.25,0,0,18.02,0.13547574,1.665618178,16.29,0.00431566,0.076165026,7.9,0.138021737,41192,0.023708932,372.1014378,-0.269306449,0.270561829,1.757,0.0867,0.1712,0.7245,-0.4321,0.046,646.5846,-0.0053,0.0071,1426.19
11/1/2012,3.25,0,0,15.87,-0.146774194,1.670086053,16.22,-0.004297115,0.100642381,7.7,0.145086181,40238,0.012455024,181.898818,-0.473808669,0.265863514,1.616,-0.0461,-0.1424,0.6186,-0.2895,0.081,650.0503,0.0193,0.0028,1416.18
10/1/2012,3.25,0,0,18.6,0.18245391,1.626168538,16.29,0.003078818,0.112822378,7.8,0.122678441,39743,0.006126427,130.6751889,-0.038892514,0.225085281,1.694,0.0373,0.1541,0.7213,0.2128,0.114,637.7365,-0.042,-0.0198,1412.16
9/1/2012,3.25,0,0,15.73,-0.099599262,1.963289119,16.24,-0.004901961,0.116542791,7.8,0.118321596,39501,0.006446188,161.253155,0.446221227,0.241999218,1.633,0.055,0.0622,0.625,0.033,0.094,665.7263,-0.0138,0.0242,1440.67
8/1/2012,3.25,0,0,17.469999,-0.077126307,2.608179633,16.32,0.004307692,0.152552359,8.1,0.103923048,39248,-0.003351955,232.3163899,0.556515818,0.244142522,1.548,0.0536,0.0044,0.5884,-0.1415,0.091,675.0332,0.0617,0.0198,1406.58
7/1/2012,3.25,0,0,18.93,0.108313817,3.27949089,16.25,-0.001229256,0.155791884,8.2,0.142302495,39380,-0.007585494,272.4472793,-0.162978586,0.23793662,1.47,-0.1056,-0.1824,0.5858,0.2326,0.106,635.8224,0.0607,0.0126,1379.32
6/1/2012,3.25,0,0,17.08,-0.290108034,5.598675249,16.27,0.001847291,0.158257877,8.2,0.192483766,39681,-0.001258463,302.6901468,-0.146639688,0.229924321,1.643,0.0514,0.0909,0.7165,0.2113,0.086,599.4434,0.0054,0.0396,1362.16
5/1/2012,3.25,0,0,24.059999,0.402915394,5.604515647,16.24,0.006195787,0.158846537,8.2,0.217830209,39731,-0.000327093,299.8419667,-0.117347937,0.221902581,1.563,-0.1856,-0.1918,0.6568,-0.268,0.071,596.2044,-0.1295,-0.0627,1310.33
4/1/2012,3.25,0,0,17.15,0.106451613,5.599879646,16.14,-0.011029412,0.157423703,8.2,0.226825924,39744,0.003889871,274.3740513,0.30210295,0.212605021,1.919,-0.1333,-0.2187,0.8127,0.3662,0.097,684.8785,-0.0056,-0.0075,1397.91
3/1/2012,3.25,0,0,15.5,-0.158979924,5.646288652,16.32,0.014925373,0.104158,8.2,0.229782506,39590,0.003141945,231.4548012,0.759455862,0.21962193,2.214,0.1217,0.2042,1.0402,-0.1235,0.071,688.7121,-0.021,0.0313,1408.47
2/1/2012,3.25,0,0,18.43,-0.051954781,5.650542279,16.08,0.003119152,0.093428523,8.3,0.207846097,39466,0.005426337,190.0815746,0.440297355,0.185502619,1.974,0.0995,0.2233,0.8638,0.4464,0.081,703.4976,0.0648,0.0406,1365.68
1/1/2012,3.25,0,0,19.440001,-0.169230726,5.91492519,16.03,0,0.112170505,8.3,0.18761663,39253,0.006280763,130.9878048,0.440019143,0.206770858,1.795,-0.0431,-0.1527,0.7061,1.8,0.056,660.6774,0.0244,0.0436,1312.41
12/1/2011,3.25,0,0,23.4,-0.158273351,6.001094942,16.03,-0.003109453,0.114678294,8.5,0.139463257,39008,0.00884498,74.5773424,-0.246651638,0.267491927,1.876,-0.0943,-0.129,0.8334,1.5,0.02,644.9144,-0.0199,0.0085,1257.6
11/1/2011,3.25,0,0,27.799999,-0.072096131,6.143205832,16.08,0.017077799,0.085433535,8.6,0.100995049,38666,-0.001007622,59.42326985,-0.084356133,0.251839869,2.072,-0.021,-0.0098,0.9568,-1.8,0.008,658.0235,0.0155,-0.0051,1246.96
10/1/2011,3.25,0,0,29.959999,-0.302607083,6.140613839,15.81,-0.008155583,0.088719283,8.8,0.058736701,38705,0.000361841,59.66573556,-0.206268263,0.240198722,2.116,0.1037,0.0118,0.9663,-1.4,-0.01,647.9552,0.0964,0.1077,1253.3
9/1/2011,3.25,0,0,42.959999,0.358633701,6.014801461,15.94,0.005044136,0.080615686,9,0.064807407,38691,-0.002114874,60.93541663,0.151846212,0.209753675,1.917,-0.1418,-0.015,0.955,0.6667,0.025,590.9992,-0.124,-0.0718,1131.42
8/1/2011,3.25,0,0,31.620001,0.252277267,3.525495916,15.86,0.002528445,0.08080154,9,0.167928556,38773,-0.001416504,83.60098683,0.27575889,0.216489898,2.234,-0.2,-0.2823,0.9695,-0.8485,0.015,674.6877,-0.0166,-0.0568,1218.89
7/1/2011,3.25,0,0,25.25,0.528450363,2.293276853,15.82,-0.003150599,0.089374369,9,0.172626765,38828,0.002659781,98.84998735,0.088604567,0.221507371,2.793,-0.1163,-0.2343,1.3508,3.95,0.099,686.0772,0.0258,-0.0215,1292.28
6/1/2011,3.25,0,0,16.52,0.069255663,2.097551371,15.87,-0.004391468,0.088719283,9.1,0.179025138,38725,0.00303046,102.389477,-0.107096706,0.223306461,3.16,0.0331,0.0392,1.7641,-0.6226,0.02,668.8452,-0.0543,-0.0183,1320.64
5/1/2011,3.25,0,0,15.45,0.047457627,2.502661034,15.94,0.002515723,0.078916271,9,0.184526421,38608,-0.002119411,105.3985057,0.470418753,0.204293311,3.059,-0.0702,-0.1391,1.6976,0.2326,0.053,707.2557,-0.0679,-0.0135,1345.2
4/1/2011,3.25,0,0,14.75,-0.16854566,2.381773396,15.9,0.013384321,0.080526048,9.1,0.174499284,38690,-0.00242368,114.9183188,0.643942954,0.214080522,3.29,-0.0519,-0.1321,1.9719,-0.5426,0.043,758.7948,0.0457,0.0285,1363.61
3/1/2011,3.25,0,0,17.74,-0.033242507,3.420220842,15.69,-0.001273074,0.090529308,9,0.167928556,38784,-0.003366311,122.9570047,0.975107203,0.214805285,3.47,0.014,0.0632,2.272,-0.338,0.094,725.6232,0.0503,-0.001,1325.83
2/1/2011,3.25,0,0,18.35,-0.060419915,3.740128412,15.71,-0.008832808,0.107310557,9,0.154919334,38915,0.00216322,120.9591047,0.493136503,0.128211573,3.422,0.0142,0.0982,2.137,-0.0658,0.142,690.8462,0.0543,0.032,1327.22
1/1/2011,3.25,0,0,19.530001,0.100281746,3.536325865,15.85,0.00571066,0.118794875,9.1,0.156364958,38831,0.003903826,119.4016122,0.476323005,0.100425444,3.374,0.0262,-0.0309,1.946,0.1969,0.152,655.2648,0.0371,0.0226,1286.12
12/1/2010,3.25,0,0,17.75,-0.245964348,3.690309628,15.76,-0.003162555,0.136059627,9.3,0.148492424,38680,0.005171383,153.6785769,0.171844079,0.089046165,3.288,0.1755,0.3697,2.008,-0.2395,0.127,631.8311,0.0972,0.0653,1257.64
11/1/2010,3.25,0,0,23.540001,0.110377353,3.553536635,15.81,0.002536462,0.150495478,9.8,0.140712473,38481,0.000181941,191.892535,0.042064642,0.089561912,2.797,0.0745,0.2541,1.466,0.4034,0.167,575.8382,0.0207,-0.0023,1180.55
10/1/2010,3.25,0,0,21.200001,-0.105485228,3.548244453,15.77,0.005098789,0.140933396,9.4,0.140712473,38474,-0.000649368,221.1315106,0.124519889,0.102016114,2.603,0.0362,-0.0817,1.169,-0.2654,0.119,564.1603,0.0331,0.0369,1183.26
9/1/2010,3.25,0,0,23.700001,-0.090211059,3.527445396,15.69,-0.001908397,0.130315856,9.5,0.141598023,38499,-0.000778634,237.4647763,0.058173623,0.120653985,2.512,0.017,-0.0436,1.273,0.1408,0.162,546.0645,0.094,0.0876,1141.2
8/1/2010,3.25,0,0,26.049999,0.108510596,3.522096763,15.72,0.004472843,0.128499892,9.5,0.143003496,38529,0.002497853,253.2334496,0.138066428,0.120479614,2.47,-0.1497,-0.1671,1.331,-0.034,0.142,499.1622,-0.0489,-0.0474,1049.33
7/1/2010,3.25,0,0,23.5,-0.319629435,3.747224875,15.65,0.005138086,0.1254503,9.4,0.145602198,38433,0.000624854,253.8700061,0.021104306,0.120118527,2.905,-0.0102,-0.1012,1.598,-0.1695,0.147,524.8087,0.0598,0.0688,1101.6
6/1/2010,3.25,0,0,34.540001,0.077019052,3.729572865,15.57,-0.001282874,0.137856608,9.4,0.118321596,38409,-7.81E-05,233.9406442,-0.097626708,0.119173919,2.935,-0.1114,-0.1529,1.778,0.0926,0.177,495.1775,0.0143,-0.0539,1030.71
5/1/2010,3.25,0,0,32.07,0.454421835,3.04799795,15.59,0.00386349,0.128391762,9.6,0.088317609,38412,0.006841236,203.2248631,0.077519735,0.112044878,3.303,-0.0973,-0.1319,2.099,-0.0182,0.162,488.1933,-0.1123,-0.082,1089.41
4/1/2010,3.25,0,0,22.049999,0.253553098,2.509093287,15.53,0.005829016,0.116638092,9.9,0.102225242,38151,0.007712829,135.9375776,0.173688491,0.12773358,3.659,-0.0454,-0.0532,2.418,0.051,0.165,549.9413,0.0373,0.0148,1186.69
3/1/2010,3.25,0,0,17.59,-0.097948718,2.523362601,15.44,0.002597403,0.112846996,9.9,0.118532696,37859,0.003365843,88.82964032,0.410628354,0.204983322,3.833,0.0591,0.108,2.554,0.2661,0.157,530.1587,0.0245,0.0588,1169.43
2/1/2010,3.25,0,0,19.5,-0.207961039,2.144864792,15.4,0.006535948,0.107682661,9.8,0.137113092,37732,0.000291615,207.0024758,0.024920738,0.19955733,3.619,0.0086,-0.0086,2.305,0.6316,0.124,517.4835,0.0645,0.0285,1104.49
1/1/2010,3.25,0,0,24.620001,0.135608902,2.758214,15.3,-0.005847953,0.107186235,9.8,0.202977831,37721,0.00058357,216.8429847,0.341747357,0.197444078,3.588,-0.0649,-0.1338,2.325,0.2459,0.076,486.145,-0.0733,-0.037,1073.87
12/1/2009,3.25,0,0,21.68,-0.115463076,4.46656902,15.39,-0.003883495,0.091433036,9.9,0.279374301,37699,0.004422775,217.3743315,-0.176119817,0.19463987,3.837,0.1998,0.34,2.684,0.0893,0.061,524.6207,0.0235,0.0178,1115.1
11/1/2009,3.25,0,0,24.51,-0.20136855,5.403497487,15.45,0.013114754,0.038528489,9.9,0.366128393,37533,0.00213601,218.0291724,0.070775337,0.185956609,3.198,-0.0561,-0.1321,2.003,0.098,0.056,512.5737,0.0317,0.0574,1095.63
10/1/2009,3.25,0,0,30.690001,0.198360008,5.795344321,15.25,0.000656168,0.093743148,10,0.470319041,37453,-0.003803596,233.7868794,0.096310119,0.185117047,3.388,0.0251,-0.003,2.308,-0.5984,0.051,496.8077,0.0736,-0.0198,1036.19
9/1/2009,3.25,0,0.113841996,25.610001,-0.015378662,5.9025086,15.24,0.005940594,0.121014232,9.8,0.56784681,37596,0.002159136,218.3308155,0.062548069,0.335451669,3.305,-0.0282,-0.0302,2.315,-0.1056,0.127,462.7484,0.0197,0.0357,1057.08
8/1/2009,3.25,0,0.25141599,26.01,0.003472222,6.941447274,15.15,-0.001318392,0.157536592,9.6,0.674129068,37515,-0.002685028,219.0504622,0.224285004,0.556026067,3.401,-0.0233,-0.0513,2.387,-0.2324,0.142,453.787,-0.0079,0.0336,1020.62
7/1/2009,3.25,0,0.450007407,25.92,-0.016318786,7.819385507,15.17,0,0.210684071,9.5,0.757495875,37616,-0.005104605,187.684376,-0.158558692,0.588400578,3.482,-0.0155,-0.0172,2.516,-0.0415,0.185,457.407,0.016,0.0741,987.48
6/1/2009,3.25,0,0.643929775,26.35,-0.088865837,7.01702773,15.17,0.001320132,0.252331352,9.5,0.824135911,37809,-0.018992761,170.6592511,0.858989226,0.588409286,3.537,0.022,0.0931,2.56,0.4088,0.193,450.2168,0.0162,0.0002,919.32
5/1/2009,3.25,0,0.747481698,28.92,-0.207671233,7.72760298,15.15,0,0.290333142,9.4,0.817924202,38541,0.01357002,176.4332168,0.288876383,0.538702425,3.461,0.1097,0.1629,2.342,0.0379,0.137,443.0531,0.211,0.0531,919.14
4/1/2009,3.25,0,0.796716177,36.5,-0.173085618,8.300922337,15.15,-0.001976285,0.2768092,9,0.77730303,38025,0.005074935,134.5702233,0.249636828,0.553271437,3.119,0.169,0.2074,2.014,-0.3654,0.132,365.8484,0.0204,0.0939,872.81
3/1/2009,3.25,0,0.801703741,44.139999,-0.047680671,9.03537005,15.18,-0.003282994,0.250743339,8.7,0.725258575,37833,-0.001108911,188.0396368,0.243174846,0.608439341,2.668,-0.1168,-0.1622,1.668,-0.1811,0.208,358.5256,0.0663,0.0854,797.87
2/1/2009,3.25,0,0.763312227,46.349998,0.033675245,10.06077179,15.23,0.002633311,0.217666922,8.3,0.649653754,37875,-0.010838339,377.9765932,0.497293304,0.641573208,3.021,0.0596,0.0574,1.991,0.0453,0.254,336.24,0.0001,-0.1099,735.09
1/1/2009,3.25,-0.099722992,0.696199205,44.84,0.121,10.34436626,15.19,-0.017464424,0.155277529,7.8,0.584123275,38290,0.004696807,379.6979655,0.435241738,0.647210386,2.851,0.2842,0.2078,1.883,0.9134,0.243,336.2046,-0.0368,-0.0857,825.88
12/1/2008,3.61,-0.0975,0.600593225,40,-0.276410985,10.19168588,15.46,0.000647249,0.144283671,7.3,0.498046183,38111,-0.005661657,382.3557506,-1.034247381,0.671349737,2.22,-0.2397,-0.1876,1.559,2.5278,0.127,349.038,-0.1065,0.0078,903.25
11/1/2008,4,-0.122807018,0.54422626,55.279999,-0.076974454,10.10481077,15.45,-0.007707129,0.114620146,6.8,0.433647322,38328,0.007650446,383.4026343,-1.915289533,0.633456119,2.92,-0.2645,-0.3176,1.919,-0.9186,0.036,390.6464,-0.1309,-0.0748,896.24
10/1/2008,4.56,-0.088,0.701097552,59.889999,0.520436672,8.389853862,15.57,-0.010800508,0.096959327,6.5,0.375832409,38037,0.006562756,382.8872484,-1.010133328,0.429890093,3.97,0.0368,-0.0592,2.812,-0.5143,0.442,449.461,-0.2777,-0.1694,968.75
9/1/2008,5,0,0.88104042,39.389999,0.907506005,3.93453534,15.74,-0.00505689,0.097273954,6.1,0.316227766,37789,0.001324889,381.7277826,-0.138301854,0.316928148,3.829,0.001,-0.0339,2.989,-0.4728,0.91,622.2371,-0.1213,-0.0908,1166.36
8/1/2008,5,0,1.027731591,20.65,-0.099825671,1.84242742,15.82,-0.00815047,0.095125648,6.1,0.300333148,37739,-0.006659297,372.7322363,-0.399156226,0.291422693,3.825,-0.0336,-0.0465,3.094,0.0335,1.726,708.1559,-0.0685,0.0122,1282.83
7/1/2008,5,0,1.129889375,22.940001,-0.042171188,2.022978626,15.95,0.013341804,0.066508145,5.8,0.24657656,37992,-0.016235532,357.6705188,0.525101113,0.219468849,3.958,-0.0043,-0.0276,3.245,-0.0291,1.67,760.1992,-0.1189,-0.0099,1267.38
6/1/2008,5,0,1.193219734,23.950001,0.343241784,2.260439969,15.74,0.002547771,0.090067876,5.6,0.201121854,38619,-0.026076211,353.9665592,1.007699693,0.226453214,3.975,-0.0226,-0.0271,3.337,-0.0971,1.72,862.809,0.0969,-0.086,1280
5/1/2008,5,-0.045801527,1.197599915,17.83,-0.142376184,2.242572876,15.7,0.003194888,0.098183502,5.4,0.16263456,39653,0.04788457,344.8911133,0.842088603,0.236986776,4.067,0.0892,0.1365,3.43,0.409,1.905,786.5829,0.0909,0.0107,1400.38
4/1/2008,5.24,-0.074204947,1.09999798,20.790001,-0.188207724,1.996322198,15.65,0.001920615,0.105851048,5,0.119163753,37841,-0.004577141,56.84874668,0.606477839,0.226099459,3.734,0.0915,0.2328,3.018,0.0696,1.352,721.067,0.078,0.0475,1385.59
3/1/2008,5.66,-0.056666667,0.934457062,25.610001,-0.035041446,2.415541078,15.62,-0.013888889,0.109645895,5.1,0.122474487,38015,-0.000893585,27.02924341,0.866821293,0.215450506,3.421,-0.0278,-0.0105,2.448,-0.2843,1.264,668.913,-0.016,-0.006,1322.7
2/1/2008,6,-0.140401146,0.736972787,26.540001,0.012977099,2.970541828,15.84,0.001897533,0.119298878,4.9,0.126688595,38049,-0.001207508,26.56887275,0.290411218,0.184350651,3.519,-0.0217,-0.1052,2.474,-0.0449,1.766,679.778,0.1174,-0.0348,1330.63
1/1/2008,6.98,-0.047748977,0.469445299,26.200001,0.164444489,2.988322347,15.81,0.003172589,0.108653373,5,0.128257553,38095,-0.000603389,28.24792027,0.497057647,0.203967169,3.597,-0.1086,-0.1997,2.765,-0.4089,1.849,608.378,-0.0029,-0.0612,1378.55
12/1/2007,7.33,-0.022666667,0.356121078,22.5,-0.016178443,2.757350528,15.76,0.001907184,0.11155965,5,0.118532696,38118,0.002709457,29.23944253,-0.067086313,0.241747736,4.035,0.0218,0.0171,3.455,0.0571,3.128,610.1689,0.0557,-0.0086,1468.36
11/1/2007,7.5,-0.031007752,0.2691468,22.870001,0.234214774,2.676569073,15.73,-0.001903553,0.107310557,4.7,0.082462113,38015,-0.001785574,31.46553669,0.593961787,0.227187944,3.949,-0.1171,-0.1865,3.397,-0.227,2.959,577.987,-0.0356,-0.044,1481.14
10/1/2007,7.74,-0.03611457,0.168394378,18.530001,0.0294445,2.838759239,15.76,0.002544529,0.085348957,4.7,0.077781746,38083,-0.001154038,39.90520016,0.213919133,0.221619116,4.473,-0.0263,-0.0186,4.176,0.0425,3.828,599.31,0.0974,0.0148,1549.38
9/1/2007,8.03,-0.026666667,0.069570109,18,-0.230111173,2.999626855,15.72,0.011583012,0.073340909,4.7,0.078740079,38127,0.000918828,45.15949512,0.275590741,0.224011811,4.594,0.0148,0,4.255,-0.0492,3.672,546.133,0.1026,0.0358,1526.75
8/1/2007,8.25,0,0,23.379999,-0.005952423,3.142136486,15.54,-0.003207184,0.082892166,4.6,0.069282032,38092,-0.000393628,67.08595233,-0.183390223,0.24718919,4.527,-0.0435,-0.0665,4.255,-0.215,3.862,495.3045,-0.04,0.0129,1473.99
7/1/2007,8.25,0,0,23.52,0.449168207,2.603783881,15.59,0.001284522,0.092622292,4.7,0.070710678,38107,0.000157476,97.85765172,-0.025437721,0.290213522,4.733,-0.0585,-0.0749,4.558,0.0343,4.92,515.941,0.0548,-0.032,1455.27
6/1/2007,8.25,0,0,16.23,0.243678161,1.381958936,15.57,-0.000641849,0.10384283,4.6,0.052915026,38101,-0.001441451,134.1459094,0.193797518,0.327724626,5.027,0.0276,0.0144,4.927,0.01,4.757,489.152,0.0393,-0.0178,1503.35
5/1/2007,8.25,0,0,13.05,-0.082278481,1.147481808,15.58,0.008414239,0.095939796,4.4,0.06670832,38156,-0.000288207,176.4089709,0.611071867,0.327715244,4.892,0.057,0.0755,4.857,-0.0259,4.71,470.648,-0.008,0.0325,1530.62
4/1/2007,8.25,0,0,14.22,-0.028688525,1.253823951,15.45,-0.006430868,0.097388112,4.5,0.076157731,38167,0.000576747,188.3014073,0.649616269,0.31537805,4.628,-0.0043,-0.0055,4.516,-0.0363,4.835,474.4641,0.0136,0.0433,1482.37
3/1/2007,8.25,0,0.072732386,14.64,-0.050583658,1.209582779,15.55,0.007124352,0.08672434,4.4,0.077781746,38145,0.002364998,182.611952,0.910569585,0.296146642,4.648,0.0155,0.0024,4.541,-0.019,5.017,468.115,0.0438,0.01,1420.86
2/1/2007,8.25,0,0.117874698,15.42,0.479846449,1.403364123,15.44,-0.001293661,0.081165127,4.5,0.072456884,38055,0.002449818,167.8931952,0.535036756,0.252065248,4.577,-0.0492,-0.058,4.53,0.0022,5.114,448.4914,0.0498,-0.0218,1406.82
1/1/2007,8.25,0,0.181061684,10.42,-0.098615917,1.277725479,15.46,-0.00129199,0.079728707,4.6,0.077781746,37962,-0.001,148.0793706,0.305252725,0.285977436,4.814,0.0243,0.0245,4.809,0.0247,5.103,427.2178,-0.0148,0.0141,1438.24
12/1/2006,8.25,0,0.260429133,11.56,0.059578368,1.216373664,15.48,0.007156799,0.060221812,4.4,0.082462113,38000,0.003963012,128.348432,0.148883375,0.298138234,4.7,0.0533,0.0555,4.694,-0.0068,4.98,433.6465,-0.0647,0.0126,1418.3
11/1/2006,8.25,0,0.307527777,10.91,-0.017117117,1.196329755,15.37,0,0.064161255,4.5,0.082462113,37850,0.003366646,92.23437537,-0.148662042,0.2982874,4.462,-0.0308,-0.0263,4.447,-0.0107,5.014,463.6554,0.0802,0.0165,1400.63
10/1/2006,8.25,0,0.370328683,11.1,-0.07345576,1.127776956,15.37,0.004575163,0.09577752,4.4,0.078740079,37723,0.003912072,76.73802838,-0.542138985,0.313201441,4.604,-0.0063,-0.0039,4.567,0.0447,5.068,429.2243,0.0027,0.0315,1377.94
9/1/2006,8.25,0,0.415142546,11.98,-0.026807474,1.071475783,15.3,0.003278689,0.123666217,4.5,0.073824115,37576,0.004679019,130.2981197,-0.490436488,0.29671309,4.633,-0.0209,-0.0236,4.585,-0.0356,4.851,428.0533,-0.0812,0.0246,1335.85
8/1/2006,8.25,0,0.447814446,12.31,-0.176588629,1.068133115,15.25,-0.002616089,0.145070864,4.7,0.084852814,37401,-0.001495048,175.809684,0.196560197,0.340731327,4.732,-0.0513,-0.043,4.696,-0.0036,5.03,465.868,-0.065,0.0213,1303.82
7/1/2006,8.25,0.028678304,0.479796253,14.95,0.142966361,1.168590956,15.29,-0.001306336,0.148009009,4.7,0.100249688,37457,-0.001040111,232.2731259,0.295712173,0.340706787,4.988,-0.0305,-0.0382,4.907,0.0145,5.048,498.2476,0.028,0.0051,1276.66
6/1/2006,8.02,0.011349306,0.484006428,13.08,-0.20437961,1.119934084,15.31,0.004593176,0.143619869,4.6,0.109544512,37496,0.000560374,281.1731228,0.197530864,0.400381624,5.145,0.0043,0.0131,5.102,0.0362,4.976,484.6753,0.0213,0.0001,1270.2
5/1/2006,7.93,0.023225806,0.497951359,16.440001,0.41846428,1.121047884,15.24,-0.005221932,0.142536545,4.6,0.100249688,37475,-0.001465494,289.5363967,0.496277916,0.400821246,5.123,0.0131,0.0252,5.036,0.0092,4.802,474.5546,-0.0005,-0.0309,1270.09
4/1/2006,7.75,0.029216467,0.503913573,11.59,0.017559263,0.764489699,15.32,0.007894737,0.137392382,4.7,0.089721792,37530,-0.001224186,288.5176684,0.850850851,0.400310181,5.057,0.042,0.0199,4.912,0.0361,4.758,474.7863,0.0729,0.0122,1310.61
3/1/2006,7.53,0.004,0.524590846,11.39,-0.076985413,0.74696854,15.2,-0.000657462,0.133066399,4.7,0.083666003,37576,0.003257329,269.0581721,0.55359839,0.386562829,4.853,0.065,0.046,4.816,-0.0022,4.592,442.519,0.0641,0.0111,1294.83
2/1/2006,7.5,0.033057851,0.529655024,12.34,-0.047104247,0.723582753,15.21,0.003298153,0.115993295,4.8,0.078740079,37454,0.004209454,224.7811046,0.201714574,0.38805647,4.557,0.0084,0.0321,4.604,0.0332,4.602,415.8627,-0.0838,0.0005,1280.66
1/1/2006,7.26,0.015384615,0.522447233,12.95,0.072908036,0.91571857,15.16,0.010666667,0.096009259,4.7,0.088317609,37297,0.010265995,175.7216549,0.762195122,0.400202916,4.519,0.0282,0.0243,4.461,0.1143,4.454,453.9183,0.0514,0.0255,1280.08
12/1/2005,7.15,0.021428571,0.527425614,12.07,0.000829187,0.945526308,15,0.002673797,0.092640284,4.9,0.071063352,36918,0.002743298,121.0381138,-0.4048583,0.401476449,4.395,-0.0212,-0.0169,4.355,0.0152,3.997,431.7214,0.038,-0.001,1248.29
11/1/2005,7,0.037037037,0.508553504,12.06,-0.212793734,0.94502619,14.96,0.001338688,0.108243553,5,0.098994949,36817,0.005461944,119.8591674,-0.803212851,0.373298362,4.49,-0.0147,-0.0034,4.43,0.0181,3.937,415.9086,-0.0165,0.0352,1249.48
10/1/2005,6.75,0.024279211,0.497537268,15.32,0.285234899,0.919799163,14.94,-0.002670227,0.125698051,5,0.107004673,36617,0.004168381,114.5062444,0.201207243,0.260659363,4.557,0.0519,0.0593,4.445,0.0992,3.867,422.8764,-0.0994,-0.0177,1207.01
9/1/2005,6.59,0.023291925,0.48997619,11.92,-0.053968254,0.761709919,14.98,0.002006689,0.125698051,5,0.119373364,36465,-0.00466754,267.2182254,1.221995927,0.311559633,4.332,0.0792,0.0865,4.196,0.0043,3.518,469.5595,0.0095,0.0069,1228.81
8/1/2005,6.44,0.0304,0.492229621,12.6,0.089023336,0.728039834,14.95,0.001339585,0.134333747,4.9,0.124298029,36636,0.000737524,273.3110042,0.511770727,0.250448769,4.014,-0.0626,-0.0653,3.862,0.0336,3.503,465.1507,0.1571,-0.0112,1220.33
7/1/2005,6.25,0.039933444,0.49356301,11.57,-0.039036545,0.989848726,14.93,0.01014885,0.132178331,5,0.119373364,36609,0.000491924,273.4094366,0.462724936,0.251138405,4.282,0.0921,0.1159,4.132,0.0929,3.389,401.999,0.0585,0.036,1234.18
