Date,b30,b30ret,b1,b1ret,bond10,bond10pct,bond10std,bond5,bond5pct,bond5std,bond3,bond3pct,bond3std,commoditypct,commoditylog_std,VIXpct,VIXstd,log_VIX,log_return_VIX,log_commodity,log_return_commodity,yield_diff,SP500pct
6/25/2017,2.715,-0.022,0.839,0.12,2.304,0.0745,0.07216224,1.8867,0.0741,0.048398719,1.021,0.0658,0.078154334,0.0525,1.046906157,0.115768463,0.685550063,2.414126468,-0.000894055,5.919908125,0.018621326,1.283,-0.006
6/18/2017,2.775,-0.028,0.748,-0.11,2.144,-0.0042,0.064749174,1.7565,0.0076,0.047919678,0.958,-0.0524,0.083189275,-0.0285,1.042569241,-0.034682081,1.459518947,2.304583096,-0.109543372,5.86873376,-0.051174364,1.186,0.002
6/11/2017,2.856,0.017,0.842,0.05,2.153,-0.0223,0.069212716,1.7433,-0.0131,0.060441855,1.011,0.005,0.076892132,-0.0152,1.013919867,-0.029906542,2.116864558,2.339880878,0.035297782,5.897616398,0.028882638,1.142,0.001
6/4/2017,2.81,-0.036,0.801,-0.01,2.202,0.02,0.074685191,1.7664,0.0267,0.069097744,1.006,0.0286,0.071786412,-0.0121,0.964306333,0.097435897,2.116145605,2.370243741,0.030362864,5.91298233,0.015365932,1.196,-0.003
5/28/2017,2.916,0.007,0.812,0.12,2.159,-0.0404,0.070584543,1.7204,-0.0394,0.070221159,0.978,0.046,0.062759594,-0.029,0.943484633,-0.006116208,2.089363539,2.277267285,-0.092976456,5.925164475,0.012182146,1.181,0.01
5/21/2017,2.897,-0.03,0.725,0.04,2.25,0.0069,0.088311066,1.791,0.006,0.086307551,0.935,0.023,0.060758264,-0.0142,0.945279131,-0.185215947,1.961247052,2.283402274,0.006134989,5.954550791,0.029386316,1.315,0.014
5/14/2017,2.986,-0.002,0.695,0.04,2.235,-0.0392,0.108015225,1.7803,-0.0351,0.106735834,0.914,0.0398,0.053429497,0.0304,0.940444995,0.157692308,1.807705728,2.48823444,0.204832166,5.96881625,0.014265459,1.321,-0.004
5/7/2017,2.99,0.011,0.667,-0.04,2.326,-0.0106,0.112017062,1.8451,-0.0185,0.110355293,0.879,-0.0146,0.052868915,0.0218,0.981917312,-0.016083254,1.819833936,2.341805806,-0.146428634,5.938843266,-0.029972984,1.447,-0.004
4/30/2017,2.958,0.019,0.695,0.03,2.351,0.0268,0.113844729,1.8799,0.0334,0.11538911,0.892,0.1108,0.088417193,-0.0297,0.963309747,-0.02310536,1.76074984,2.3580198,0.016213994,5.917257032,-0.021586235,1.459,0.006
4/23/2017,2.904,0.005,0.672,-0.06,2.289,0.0191,0.109298216,1.8192,0.0276,0.111116137,0.803,0.0229,0.109261969,-0.0007,0.991823005,-0.260423787,1.677390831,2.381396273,0.023376474,5.947423314,0.030166282,1.486,0.015
4/16/2017,2.888,-0.04,0.718,-0.06,2.246,0.0064,0.095777288,1.7703,0.0035,0.099522804,0.785,-0.0309,0.119564441,-0.0462,1.025335002,-0.083333333,1.615145332,2.683074215,0.301677942,5.948116709,0.000693395,1.461,0.009
4/9/2017,3.009,-0.001,0.761,0,2.232,-0.0631,0.072700374,1.7641,-0.081,0.081760055,0.81,-0.0122,0.124928602,0.0162,1.021525903,0.24009324,1.517542238,2.770085592,0.087011377,5.995418968,0.047302259,1.422,-0.011
4/2/2017,3.012,-0.002,0.763,0.03,2.382,-0.0029,0.071595236,1.9196,-0.0025,0.081328763,0.82,0.0761,0.119053163,0.018,1.02407439,0.040420372,0.78045286,2.554899022,-0.21518657,5.97939146,-0.016027508,1.562,-0.003
3/26/2017,3.017,-0.03,0.738,0.03,2.389,-0.0118,0.068880654,1.9245,-0.0139,0.081059614,0.762,-0.0091,0.116136127,0.0267,1.021136057,-0.045524691,0.729390156,2.515274186,-0.039624835,5.961583781,-0.017807679,1.627,0.008
3/19/2017,3.11,-0.017,0.72,0.04,2.418,-0.0331,0.070314294,1.9517,-0.0338,0.082479961,0.769,0.0549,0.102314385,-0.013,0.940578408,0.14893617,0.657929412,2.561867691,0.046593505,5.935235672,-0.026348109,1.649,-0.014
3/12/2017,3.162,0.028,0.692,0.22,2.5,-0.0287,0.068729744,2.02,-0.0372,0.077857235,0.729,-0.0241,0.089155046,0.0081,0.85702916,-0.032590051,0.351000158,2.423031246,-0.138836445,5.948343558,0.013107886,1.771,0.002
3/5/2017,3.075,0.042,0.568,0.04,2.575,0.0374,0.051308327,2.0981,0.0426,0.052193269,0.747,0.0581,0.061311681,-0.0464,0.49300695,0.063868613,0.352201016,2.456164181,0.033132935,5.940323083,-0.008020474,1.828,-0.004
2/26/2017,2.953,-0.024,0.548,0.39,2.482,0.0719,0.060783404,2.0124,0.1142,0.055865557,0.706,0.3709,0.012771931,-0.0081,0.614867403,-0.044463819,0.964402521,2.394252282,-0.061911899,5.987862317,0.047539234,1.776,0.007
2/19/2017,3.026,0.007,0.393,-0.21,2.315,-0.0433,0.063624244,1.8061,-0.0518,0.060233738,0.515,-0.019,0.013300376,-0.003,0.652771966,-0.001740644,0.949409758,2.439734931,0.04548265,5.9960321,0.008169783,1.8,0.007
2/12/2017,3.006,-0.028,0.497,0,2.42,0.0045,0.061591486,1.9048,0.0097,0.061760203,0.525,-0.0242,0.015348181,-0.0118,0.690765428,0.058986175,0.975160386,2.441477092,0.001742161,5.998999587,0.002967487,1.895,0.015
2/5/2017,3.093,0.011,0.497,0.03,2.409,-0.0233,0.063667976,1.8865,-0.013,0.069476835,0.538,0.0653,0.018511258,0.0186,0.671412425,-0.010938924,0.976374245,2.38416508,-0.057312012,6.010858512,0.011858925,1.871,0.008
1/29/2017,3.061,0.004,0.484,-0.01,2.467,-0.0079,0.072498352,1.9113,-0.0186,0.076218592,0.505,-0.0194,0.01864314,0.0073,1.018382213,0.036862004,1.217953201,2.395164274,0.010999194,5.992408851,-0.018449661,1.962,0.001
1/22/2017,3.049,0.02,0.489,0.06,2.486,0.0079,0.07932556,1.9475,0.0057,0.087256955,0.515,0.0362,0.030434629,-0.0049,1.157144475,-0.083188908,1.175662461,2.358965426,-0.036198848,5.985116944,-0.007291907,1.971,0.01
1/15/2017,2.99,-0.006,0.461,-0.11,2.467,0.0286,0.124208606,1.9365,0.02,0.14406176,0.497,-0.0623,0.031655086,-0.0011,1.252364775,0.02760463,1.073737502,2.445819261,0.086853835,5.989992965,0.004876021,1.97,-0.002
1/8/2017,3.008,-0.018,0.52,0.04,2.398,-0.0095,0.235921362,1.8986,-0.014,0.247737873,0.53,0.0192,0.04933795,0.0042,1.297031287,-0.00795053,1.187585786,2.418588769,-0.027230492,5.99109698,0.001104015,1.868,-0.001
1/1/2017,3.063,-0.017,0.5,0.19,2.421,-0.0102,0.281469872,1.9255,-0.0044,0.286086633,0.52,0.0359,0.077189809,-0.0001,1.27098612,-0.193732194,3.291720928,2.426571073,0.007982304,5.986898137,-0.004198843,1.901,0.017
12/25/2016,3.116,-0.021,0.421,0,2.446,-0.038,0.324508791,1.934,-0.0471,0.318253323,0.502,-0.0346,0.085568946,0.0161,1.228137004,0.227272727,3.264899081,2.641910399,0.215339326,5.986964186,6.60E-05,1.944,-0.011
12/18/2016,3.182,0.008,0.421,-0.08,2.543,-0.0216,0.327000849,2.0296,-0.0213,0.314006476,0.52,0.0297,0.091479202,-0.004,1.194937186,-0.062295082,3.275269187,2.437115986,-0.204794413,5.970978381,-0.015985804,2.023,0.003
12/11/2016,3.155,0.027,0.459,0.17,2.599,0.0541,0.309318319,2.0738,0.0988,0.283382855,0.505,-0.0665,0.091067496,0.0067,1.136717208,0.038297872,3.187567801,2.501435952,0.064319966,5.974991102,0.004012721,2.094,-0.001
12/4/2016,3.071,0.021,0.393,0.22,2.466,0.0307,0.304288679,1.8873,0.0309,0.274532245,0.541,0.1389,0.084513313,0.0115,1.061135225,-0.167847025,3.106995975,2.463853241,-0.037582711,5.968305433,-0.006685669,1.925,0.031
11/27/2016,3.008,-0.006,0.322,-0.04,2.392,0.0141,0.283265953,1.8307,-0.0035,0.252646626,0.475,-0.0538,0.096943569,0.0582,1.006976694,0.144246353,2.980851766,2.647592232,0.183738991,5.956842564,-0.01146287,1.917,-0.01
11/20/2016,3.026,0.028,0.337,0.2,2.359,0.0049,0.236542432,1.8371,0.0249,0.200605773,0.502,0.1567,0.082243271,0.0151,1.049951875,-0.039688716,3.084408209,2.512846018,-0.134746214,5.900282759,-0.056559805,1.857,0.014
11/13/2016,2.945,0.15,0.281,-0.04,2.348,0.0981,0.153658496,1.7924,0.1573,0.113859984,0.434,-0.0863,0.074486464,0.0242,1.057860176,-0.093154552,2.978401786,2.553343811,0.040497793,5.885308437,-0.014974321,1.914,0.008
11/6/2016,2.562,-0.021,0.292,0.2,2.138,0.2024,0.085975772,1.5488,0.2537,0.05508898,0.475,0.2735,0.051607493,0.006,1.074769286,-0.370501999,2.975190805,2.651127054,0.097783242,5.861351875,-0.023956562,1.663,0.038
10/30/2016,2.616,0.052,0.243,0.43,1.778,-0.0382,0.085587188,1.2354,-0.0684,0.055063624,0.373,0.2907,0.046797911,-0.0565,1.047026641,0.390364337,3.153192629,3.113959655,0.462832601,5.855356123,-0.005995753,1.405,-0.019
10/23/2016,2.486,-0.03,0.17,-0.3,1.849,0.0646,0.072565985,1.3261,0.067,0.046003624,0.289,-0.1295,0.046636181,-0.0154,1.048332944,0.213643253,1.847644066,2.784393829,-0.329565825,5.913540032,0.058183909,1.56,-0.007
10/16/2016,2.563,0.044,0.243,-0.02,1.736,-0.0379,0.082993976,1.2428,-0.0365,0.057259178,0.332,0.0921,0.045903764,0.0004,1.017271279,-0.172456627,1.936923235,2.59076704,-0.193626789,5.929009986,0.015469954,1.404,0.004
10/9/2016,2.455,0.059,0.248,-0.01,1.805,0.0472,0.061792215,1.2899,0.0237,0.049849909,0.304,-0.0703,0.046755748,0.0103,1.009725575,0.195845772,2.066247671,2.780060799,0.189293759,5.928592903,-0.000417084,1.501,-0.01
10/2/2016,2.318,-0.011,0.251,0.26,1.723,0.0785,0.071931758,1.26,0.0964,0.06348261,0.327,0.1514,0.046512722,0.0201,1.000995433,0.014296464,1.979338835,2.601207105,-0.178853694,5.918380551,-0.010212352,1.396,-0.007
9/25/2016,2.345,-0.041,0.2,1.08,1.598,-0.0137,0.072502874,1.1492,-0.0087,0.064738194,0.284,0.5351,0.047352578,0.0368,0.968115923,0.081366965,2.017694229,2.587011873,-0.014195233,5.898447262,-0.019933289,1.314,0.002
9/18/2016,2.445,0.022,0.096,-0.49,1.62,-0.0438,0.072493371,1.1593,-0.0352,0.066123354,0.185,-0.3599,0.029387072,0.0098,0.988472291,-0.200390371,2.038878777,2.508785924,-0.078225949,5.86228197,-0.036165291,1.435,0.012
9/11/2016,2.393,0.049,0.188,-0.2,1.694,0.0116,0.092010627,1.2016,-0.0171,0.089025365,0.289,-0.1859,0.02951158,-0.0188,0.987177128,-0.121714286,2.029850569,2.732417558,0.223631634,5.852481177,-0.009800794,1.405,0.005
9/4/2016,2.282,-0.002,0.236,-0.05,1.675,0.0419,0.085356833,1.2225,0.0205,0.089296296,0.355,0.1025,0.026703308,0.0218,1.081894862,0.460767947,1.848374962,2.862200881,0.129783323,5.871459263,0.018978086,1.32,-0.024
8/28/2016,2.287,0,0.248,-0.07,1.607,-0.0125,0.081983467,1.1979,-0.0287,0.083073369,0.322,-0.0153,0.027003086,-0.0438,1.089887555,-0.122344322,1.122538789,2.483238593,-0.378962288,5.849853171,-0.021606092,1.285,0.005
8/21/2016,2.287,0.026,0.266,-0.05,1.628,0.0304,0.079775309,1.2333,0.0579,0.067591485,0.327,0.0583,0.024070268,-0.0199,1.133808465,0.203703704,4.339131506,2.613739522,0.130500929,5.894607221,0.044754051,1.301,-0.007
8/14/2016,2.23,-0.038,0.279,0.06,1.58,0.0462,0.086998404,1.1658,0.0639,0.068052509,0.309,0.0957,0.023387794,0.049,1.174213676,-0.018181818,4.682484621,2.428336298,-0.185403223,5.91468285,0.020075629,1.271,0
8/7/2016,2.317,0.065,0.264,0.13,1.51,-0.0503,0.101884521,1.0958,-0.0356,0.082971658,0.282,0.0483,0.023653987,0.0324,1.182523107,0.01404741,4.61482411,2.446685437,0.018349139,5.866800863,-0.047881987,1.228,0.001
7/31/2016,2.177,-0.047,0.233,0.32,1.59,0.0966,0.139749617,1.1363,0.1117,0.124600575,0.269,0.0386,0.026382654,0.0078,1.131775323,-0.040438079,4.495255446,2.432735777,-0.01394966,5.834887635,-0.031913228,1.321,0.004
7/24/2016,2.284,0.008,0.177,-0.35,1.45,-0.0741,0.15504537,1.0221,-0.0858,0.141695448,0.259,-0.183,0.026986416,-0.0276,0.995716642,-0.012479201,4.365505741,2.474014209,0.041278431,5.82716521,-0.007722425,1.191,-0.001
7/17/2016,2.265,0.08,0.274,0.04,1.566,0.0051,0.156210542,1.118,0.0054,0.142089213,0.317,0,0.02544624,-0.0335,0.886184985,-0.051302289,4.195789592,2.486571929,0.01255772,5.855164182,0.027998971,1.249,0.006
7/10/2016,2.098,-0.064,0.264,0.01,1.558,0.1473,0.160651071,1.112,0.173,0.142439422,0.317,0.1045,0.035640801,0.0086,0.978243419,-0.040151515,4.008801596,2.539236994,0.052665065,5.889218067,0.034053885,1.241,0.015
7/3/2016,2.241,-0.071,0.261,0.12,1.358,-0.0673,0.132341477,0.948,-0.0558,0.122282051,0.287,0.1081,0.040723458,-0.0489,0.965709914,-0.106296547,3.871533743,2.58021683,0.040979835,5.880635495,-0.008582572,1.071,0.013
6/26/2016,2.412,-0.004,0.233,-0.04,1.456,-0.0679,0.113953646,1.004,-0.066,0.107291969,0.259,0,0.041626514,0.0195,1.038041649,-0.426630435,3.736664603,2.692598097,0.112381267,5.930763454,0.050127959,1.197,0.032
6/19/2016,2.421,-0.014,0.243,0.09,1.562,-0.0304,0.094802778,1.075,-0.0367,0.090910212,0.259,-0.0263,0.04291801,-0.0202,1.156068444,0.327150953,3.843427457,3.248822901,0.556224805,5.911410006,-0.019353448,1.303,-0.016
6/12/2016,2.455,-0.023,0.223,0.19,1.611,-0.0201,0.081060266,1.116,-0.0453,0.085101312,0.266,0.0391,0.043596763,-0.0116,1.227355953,0.139753309,1.974814027,2.965788397,-0.283034504,5.931837412,0.020427406,1.345,-0.012
6/5/2016,2.513,-0.052,0.188,0.02,1.644,-0.0341,0.067571279,1.169,-0.0488,0.080149582,0.256,-0.1142,0.044100894,0.0194,1.284662121,0.264291091,1.272336642,2.834976553,-0.130811844,5.943492049,0.011654637,1.388,-0.002
5/29/2016,2.65,0.007,0.185,-0.17,1.702,-0.0805,0.069560605,1.229,-0.1133,0.086220389,0.289,-0.0883,0.044389814,0.0058,1.274164517,0.026676829,1.040696882,2.60046499,-0.234511563,5.924311946,-0.019180103,1.413,0
5/22/2016,2.631,0.032,0.223,-0.1,1.851,0.0038,0.071929055,1.386,0.0139,0.080661777,0.317,0,0.04114203,0.0125,1.227112015,-0.136842105,1.011333553,2.574137784,-0.026327207,5.918574717,-0.005737228,1.534,0.023
5/15/2016,2.549,-0.03,0.248,0.09,1.844,0.0834,0.090180621,1.367,0.1326,0.10226985,0.317,0.1697,0.041692126,0.0154,1.173079963,0.010638298,0.922710982,2.721295428,0.147157644,5.906190115,-0.012384602,1.527,0.003
5/8/2016,2.628,-0.019,0.228,0.17,1.702,-0.0433,0.081010356,1.207,-0.0187,0.101301311,0.271,0.4041,0.041996825,0.0317,1.164195653,0.02173913,1.109372195,2.710713319,-0.010582109,5.890868497,-0.015321619,1.431,-0.005
5/1/2016,2.68,-0.011,0.195,0.18,1.779,-0.0305,0.082358026,1.23,-0.0495,0.100522855,0.193,-0.0585,0.041481053,-0.0272,1.23382213,-0.062420382,1.318747055,2.689207113,-0.021506205,5.859697027,-0.03117147,1.586,-0.004
4/24/2016,2.71,0.058,0.165,-0.11,1.835,-0.0296,0.08755595,1.294,-0.0485,0.104094455,0.205,-0.1314,0.036941545,0.0357,1.228657957,0.187594554,2.063373831,2.753660712,0.064453599,5.887233948,0.027536922,1.63,-0.013
4/17/2016,2.561,0.004,0.185,-0.02,1.891,0.0781,0.087895708,1.36,0.1221,0.10543376,0.236,0.0351,0.034938199,0.0349,1.220836056,-0.029368576,2.650895941,2.581730834,-0.171929878,5.85215449,-0.035079458,1.655,0.005
4/10/2016,2.55,-0.02,0.188,-0.03,1.754,0.0215,0.085725661,1.212,0.0512,0.103356987,0.228,-0.013,0.030388046,0.022,1.23438485,-0.11328125,3.865779225,2.611539301,0.029808466,5.817854039,-0.034300451,1.526,0.016
4/3/2016,2.601,-0.027,0.193,-0.07,1.717,-0.0321,0.082376102,1.153,-0.058,0.092438628,0.231,-0.0086,0.025255362,0.0399,1.221176928,0.172519084,4.141518621,2.731766728,0.120227427,5.796133128,-0.021720911,1.486,-0.012
3/27/2016,2.672,-0.003,0.208,-0.15,1.774,-0.0663,0.10237453,1.224,-0.1124,0.103161201,0.233,-0.2021,0.01417196,-0.0351,1.247221644,-0.111261872,4.085038173,2.57261223,-0.159154498,5.757022406,-0.039110721,1.541,0.018
3/20/2016,2.68,-0.025,0.246,-0.12,1.9,0.0123,0.115079876,1.379,0.033,0.109825316,0.292,-0.0068,0.024317575,-0.0221,1.262330437,0.051355207,3.772499172,2.690564887,0.117952657,5.792730032,0.035707625,1.608,-0.007
3/13/2016,2.748,0.019,0.279,0.04,1.877,-0.052,0.136205115,1.335,-0.1034,0.130207911,0.294,-0.0812,0.037594917,0.0117,1.160000122,-0.15030303,4.081054161,2.640484882,-0.050080005,5.815034899,0.022304867,1.583,0.014
3/6/2016,2.696,0.021,0.269,0.07,1.98,0.0554,0.177470624,1.489,0.0821,0.178459332,0.32,0.1594,0.048090655,0.0531,1.013817582,-0.021352371,3.810174026,2.803360381,0.162875499,5.803355073,-0.011679826,1.66,0.011
2/28/2016,2.64,0.013,0.251,0,1.876,0.0635,0.200192713,1.376,0.1097,0.206194514,0.276,-0.1321,0.052743509,0.0489,1.008487545,-0.148914596,3.571545454,2.824944012,0.021583631,5.751571185,-0.051783887,1.6,0.027
2/21/2016,2.606,0.001,0.252,-0.04,1.764,0.012,0.197166061,1.24,0.0156,0.209550418,0.318,0.078,0.053666563,0.0213,1.028643238,-0.035070724,3.765578642,2.98618681,0.161242798,5.703788808,-0.047782377,1.446,0.016
2/14/2016,2.603,-0.026,0.262,0.02,1.743,-0.0017,0.173805639,1.221,0.0124,0.192298264,0.295,0.0172,0.051620409,-0.0042,1.067018144,-0.191732244,3.719244331,3.02188728,0.03570047,5.682667106,-0.021121702,1.448,0.028
2/7/2016,2.673,-0.027,0.257,0.14,1.746,-0.0526,0.146752588,1.206,-0.0329,0.171773915,0.29,-0.0068,0.049194512,0.0115,1.179498238,0.086398678,3.743840641,3.234749174,0.212861894,5.686901455,0.004234349,1.456,-0.008
1/31/2016,2.747,-0.029,0.226,0.01,1.843,-0.0416,0.115851246,1.247,-0.0624,0.136492735,0.292,-0.073,0.048558785,-0.03,1.249899273,0.157425636,4.273515241,3.151880913,-0.082868261,5.675510221,-0.011391234,1.551,-0.031
1/24/2016,2.828,0.004,0.224,-0.1,1.923,-0.0651,0.089525229,1.33,-0.1038,0.104099365,0.315,0.05,0.050522712,0.0361,1.296632416,-0.095792256,4.627589204,3.005682654,-0.146198259,5.706006333,0.030496112,1.608,0.018
1/17/2016,2.818,-0.031,0.249,0.3,2.057,0.0098,0.081953984,1.484,0.0192,0.091609133,0.3,0.2658,0.042973377,0.0395,1.299935495,-0.173205033,4.901424808,3.106378794,0.10069614,5.670571374,-0.035434959,1.757,0.014
1/10/2016,2.909,-0.035,0.191,-0.06,2.037,-0.0373,0.065894276,1.456,-0.0667,0.067246561,0.237,0.1675,0.049396469,-0.0555,1.259793436,0.000370233,4.837375849,3.296577333,0.190198539,5.631818408,-0.038752966,1.8,-0.022
1/3/2016,3.015,0.017,0.203,0.54,2.116,-0.0674,0.060459812,1.56,-0.1126,0.074853115,0.203,0.1404,0.055466607,-0.0516,1.277892511,0.483251042,4.393007491,3.296207168,-0.000370165,5.688899605,0.057081198,1.913,-0.06
12/27/2015,2.964,0.015,0.132,-0.14,2.269,0.0107,0.07491929,1.758,0.0245,0.101464225,0.178,-0.1144,0.072161008,-0.0075,1.284534035,0.156924968,3.34711735,2.901970839,-0.394236329,5.741888464,0.052988859,2.091,-0.008
12/20/2015,2.92,0.015,0.153,0,2.245,0.0186,0.093435718,1.716,0.0239,0.129764787,0.201,0.0691,0.080194278,0.0215,1.307092297,-0.239613563,3.453661545,2.756205243,-0.145765596,5.749414323,0.007525859,2.044,0.028
12/13/2015,2.876,-0.045,0.153,0.08,2.204,0.0338,0.099170392,1.676,0.075,0.140108688,0.188,-0.1681,0.083684659,-0.0208,1.296602821,-0.151291437,3.488723941,3.030133749,0.273928506,5.728105263,-0.02130906,2.016,-0.003
12/6/2015,3.012,0.005,0.142,-0.19,2.132,-0.062,0.116105125,1.559,-0.0878,0.165554825,0.226,0.0226,0.076782521,-0.0526,1.199005418,0.646860162,3.234711466,3.194173171,0.164039423,5.749136265,0.021031002,1.906,-0.038
11/29/2015,2.998,-0.008,0.175,0.33,2.273,0.023,0.11043193,1.709,0.037,0.155565956,0.221,0.2775,0.063962142,-0.0176,1.148987417,-0.020502646,2.381290486,2.695302628,-0.498870543,5.803196042,0.054059777,2.052,0.001
11/22/2015,3.022,-0.011,0.132,1.49,2.222,-0.0186,0.108439486,1.648,-0.0254,0.150242767,0.173,0.6635,0.052207386,-0.0013,1.097207224,-0.022624434,3.260456352,2.716018371,0.020715742,5.820955547,0.017759504,2.049,0.001
11/15/2015,3.057,-0.009,0.053,0.89,2.264,-0.0048,0.102096033,1.691,0.0187,0.13450981,0.104,-0.168,0.047033794,-0.0052,1.016444281,-0.229581673,3.54566381,2.738902665,0.022884294,5.822212412,0.001256866,2.16,0.033
11/8/2015,3.086,0.055,0.028,-0.26,2.275,-0.0215,0.091062616,1.66,-0.0416,0.118764426,0.125,0.4881,0.03418918,-0.0401,0.867944765,0.401256106,3.805170768,2.999724295,0.26082163,5.827412973,0.005200561,2.15,-0.036
11/1/2015,2.925,0.009,0.038,3.75,2.325,0.0834,0.06438504,1.732,0.138,0.076169475,0.084,0.0633,0.029762206,-0.0269,0.822696549,-0.04910418,4.791587746,2.662355242,-0.337369053,5.868386612,0.040973639,2.241,0.01
10/25/2015,2.899,0.005,0.008,-0.47,2.146,0.0283,0.066873014,1.522,0.0733,0.070467014,0.079,8.875,0.022233358,0.0178,0.922516293,0.042185339,4.851277497,2.712706013,0.050350771,5.895625502,0.027238891,2.067,0.002
10/18/2015,2.884,-0.013,0.015,-0.58,2.087,0.0256,0.072908161,1.418,0.0488,0.08794828,0.008,0.6,0.032441571,-0.0328,0.911759747,-0.039202658,4.953206451,2.671386217,-0.041319796,5.877989251,-0.017636251,2.079,0.021
10/11/2015,2.922,0.035,0.036,6.2,2.035,-0.0263,0.068279247,1.352,-0.0336,0.088841244,0.005,-0.375,0.034101808,-0.0272,0.900121998,-0.118852459,5.241863094,2.711377991,0.039991774,5.911352858,0.033363607,2.03,0.009
10/4/2015,2.824,-0.046,0.005,-1.22,2.09,0.0497,0.068931206,1.399,0.0837,0.086938292,0.008,1.6667,0.034608926,0.0594,0.885731242,-0.184336238,5.495577609,2.837908188,0.126530197,5.938911512,0.027558654,2.082,0.033
9/27/2015,2.96,0.009,-0.023,0.28,1.991,-0.0808,0.056308772,1.291,-0.1253,0.064787602,0.003,-1.2308,0.032613051,-0.0104,1.021647488,-0.113463162,6.128425956,3.041661253,0.203753065,5.881223809,-0.057687703,1.988,0.01
9/20/2015,2.934,-0.006,-0.018,0.2,2.166,0.015,0.080216651,1.476,0.0257,0.078860214,-0.013,0.625,0.028062628,0.0124,1.205637657,0.060143624,6.548221517,3.162093853,0.1204326,5.891682056,0.010458247,2.179,-0.014
9/13/2015,2.952,0.021,-0.015,-1.48,2.134,-0.0242,0.102826121,1.439,-0.0477,0.079292987,-0.008,-1.2581,0.024099101,-0.0162,1.318465429,-0.039655171,6.921256237,3.10368946,-0.058404393,5.879399943,-0.012282114,2.142,-0.002
9/6/2015,2.892,-0.006,0.031,1.38,2.187,0.0263,0.116049798,1.511,0.0272,0.080361959,0.031,-0.1389,0.026565642,-0.0038,1.433387917,-0.16546756,6.860753399,3.144152322,0.040462862,5.895708318,0.016308375,2.156,0.021
8/30/2015,2.91,0.064,0.013,0.63,2.131,-0.0243,0.132703554,1.471,-0.031,0.090953529,0.036,-0.3793,0.029132075,-0.0021,1.490126414,0.067178505,6.679652286,3.325035985,0.180883663,5.899549348,0.00384103,2.095,-0.034
8/23/2015,2.736,-0.038,0.008,-0.2,2.184,0.068,0.129661097,1.518,0.0608,0.08704539,0.058,0.871,0.029922307,0.0504,1.507417695,-0.07063867,5.783847762,3.26001773,-0.065018255,5.901680147,0.002130799,2.126,0.009
8/16/2015,2.845,0.008,0.01,-0.68,2.045,-0.0709,0.105992924,1.431,-0.1051,0.072581678,0.031,-0.663,0.030930747,-0.0463,1.471211761,1.184723383,4.755369692,3.333275401,0.073257671,5.8525145,-0.049165647,2.014,-0.058
8/9/2015,2.822,-0.03,0.031,0,2.201,0.0162,0.103141812,1.599,0.0159,0.078623152,0.092,0.3939,0.02296761,-0.0011,1.430572322,-0.041822255,1.678428355,2.551786179,-0.781489222,5.899947763,0.047433263,2.109,0.007
8/2/2015,2.909,-0.017,0.031,0,2.166,-0.0096,0.111238483,1.574,0.0261,0.092112552,0.066,0.0312,0.018793912,-0.0343,1.350481859,0.104785479,1.63305084,2.59450816,0.042721981,5.901043546,0.001095782,2.1,-0.013
7/26/2015,2.96,-0.039,0.031,-0.06,2.187,-0.0332,0.10770309,1.534,-0.0519,0.088849498,0.064,0.6842,0.010287533,-0.0214,1.255096151,-0.11790393,1.618086845,2.494856981,-0.099651179,5.935910346,0.0348668,2.123,0.012
7/19/2015,3.08,-0.035,0.033,0.65,2.262,-0.0362,0.120586714,1.618,-0.0317,0.105668717,0.038,0.9,0.006214678,-0.0447,1.120701979,0.149790795,1.616713241,2.620311287,0.125454306,5.957496873,0.021586527,2.224,-0.022
7/12/2015,3.192,0.001,0.02,0.33,2.347,-0.0225,0.131545049,1.671,0.0072,0.113513631,0.02,0.3333,0.005676462,-0.0259,0.971545671,-0.289958408,1.707359742,2.480731278,-0.139580008,6.003221908,0.045725035,2.327,0.024
7/5/2015,3.19,-0.016,0.015,0.88,2.401,0.0063,0.137266974,1.659,0.0172,0.117105888,0.015,0.875,0.005558777,-0.0422,0.781886248,0.002382311,1.607966467,2.823163008,0.34243173,6.02943857,0.026216662,2.386,0
6/28/2015,3.242,0.063,0.008,-3.67,2.386,-0.0356,0.168919968,1.631,-0.0712,0.144957043,0.008,0.6,0.006258328,-0.0044,0.771777649,0.197574964,1.329419934,2.820783531,-0.002379478,6.072603884,0.043165314,2.378,-0.012
6/21/2015,3.049,-0.017,-0.003,-2,2.474,0.0942,0.176309356,1.756,0.1156,0.147847106,0.005,-0.375,0.006106463,0.0097,0.800001434,0.004297994,0.818142204,2.640484882,-0.180298649,6.07704803,0.004444146,2.469,-0.004
6/14/2015,3.102,-0.004,0.003,-0.4,2.261,-0.054,0.183496927,1.574,-0.097,0.151049697,0.008,-0.2,0.006236096,-0.0146,1.016977132,0.013062409,0.804890607,2.636196097,-0.004288784,6.067388245,-0.009659785,2.253,0.008
6/7/2015,3.115,0.081,0.005,-0.67,2.39,-0.0079,0.177869147,1.743,-0.0006,0.142059299,0.01,-0.4444,0.006092801,0.0116,1.187654823,-0.03026038,0.778748283,2.623218266,-0.012977832,6.082052001,0.014663757,2.38,0.001
