Date,MPRIME,MPRIMEpct,MPRIMEstd,VIXlog,VIXlog_return,VIXpct,VIXstd,RealGDPpct,RealGDPstd,UNRATEpct,UNRATEstd,incomepct,incomelog_std,CPIpct,CPIstd,bond10,bond10pct,bond10std,bond5,bond5pct,bond5std,bond3,bond3pct,bond3std,commoditylog,commoditylog_return,commoditypct,commoditystd,SP500pct,SP500log_std,yield_diff,b30ret,b30std,b1ret,b1std,risk free
6/1/2016,3.5,0,0.118771489,2.749192144,0.096654653,0.101479915,2.281427297,-0.002834467,0.083433273,4.9,0.072111026,-0.000191939,1.928497894,0.328436617,0.196888138,1.475,-0.2033,0.200235667,1.0013,-0.2744,0.185159758,0.266,-0.1192,0.117351514,5.924342157,0.008286736,0.0083,29.66163917,0.0009,1.842806432,1.209,0.081476,35.75919535,0.002989,0.366629695,2.420691852
5/1/2016,3.5,0,0.124369521,2.652537491,-0.101123221,-0.096178344,3.208655602,0.000567215,0.07430418,4.8,0.076157731,-0.001126369,2.009353993,0.4045791,0.196444065,1.851,0.0088,0.200849999,1.3799,0.0664,0.187306936,0.302,0.4732,0.114268884,5.916055421,0.028821473,0.0292,30.57392766,0.0153,1.848284208,1.549,0.007188,153.9857589,-0.000395,2.023471604,2.379466778
4/1/2016,3.5,0,0.124257797,2.753660712,0.118181204,0.125448029,3.379410041,0.006278539,0.063953108,5.1,0.076157731,-0.0024385,2.082396512,0.474106798,0.179583226,1.835,0.0365,0.210241369,1.294,0.0726,0.18920608,0.205,-0.0376,0.120545473,5.887233948,0.108286798,0.1144,43.71984182,0.0027,1.847334522,1.63,-0.011362,135.7123871,0.000666,2.035887358,2.425852747
3/1/2016,3.5,0,0.118420156,2.635479508,-0.387381384,-0.32116785,3.317166679,-0.001709402,0.061182786,5,0.09591663,-0.000501792,2.139557072,0.430600014,0.165518954,1.77,0.0185,0.178993358,1.2064,-0.0088,0.163962639,0.213,-0.3406,0.12446905,5.77894715,0.063137954,0.0652,50.70277516,0.066,1.87424101,1.557,0.002899,15.89160931,0.001369,0.419952775,2.427993677
2/1/2016,3.5,0,0.105914011,3.022860892,0.017178238,0.017326633,3.325179435,0.004004577,0.084070077,4.9,0.151657509,0.000549884,2.139156627,0.082307653,0.175995429,1.738,-0.0959,0.125300927,1.2171,-0.0846,0.13361715,0.323,0.0254,0.105476748,5.715809196,0.009802863,0.0099,52.57202889,-0.0041,1.841436954,1.415,0.029668,16.34774316,0.000392,1.29951414,2.354726982
1/1/2016,3.5,0.038575668,0.08380533,3.005682654,0.103711815,0.109280731,3.403471522,0.002868617,0.081540719,4.8,0.155724115,0.003069618,2.103942415,0.165310221,0.179898532,1.923,-0.1528,0.124503503,1.3296,-0.2438,0.127277586,0.315,0.7697,0.068775319,5.706006333,-0.035882131,-0.0352,45.68511684,-0.0507,1.779892933,1.608,0.057283,48.39750546,0.002525,1.157260558,2.382094347
12/1/2015,3.37,0.036923077,0.037947332,2.901970839,0.121290009,0.128952271,3.413375249,-0.003430532,0.087743313,5,0.139463257,0.004166065,2.038567261,-0.341709644,0.215225545,2.269,0.0279,0.12515719,1.7582,0.068,0.098616941,0.178,-0.0166,0.055269944,5.741888464,-0.075667835,-0.0729,38.69618937,-0.0175,1.79454717,2.091,-0.006,113.9850792,0.000003,1.976502298,2.258066677
11/1/2015,3.25,0,0,2.78068083,0.067974818,0.070338354,3.526944868,-0.000571429,0.10853059,5.1,0.142126704,-0.000818094,1.932528435,-0.211068038,0.202305491,2.208,0.0289,0.192818164,1.6463,0.0819,0.135606714,0.181,1.2911,0.026297655,5.817556299,-0.078069204,-0.0751,32.71522779,0.0005,1.81134649,2.027,-0.009328,79.81058833,-0.001749,1.820674692,2.353743071
10/1/2015,3.25,0,0,2.712706013,-0.485967105,-0.384897959,3.605525158,0.005169443,0.108709603,5,0.163707055,0.001349268,1.923477662,-0.044968375,0.231189403,2.146,0.0544,0.194080854,1.5217,0.1226,0.148585351,0.079,8.875,0.019557607,5.895625502,0.011365114,0.0114,30.11482519,0.083,1.806521589,2.067,-0.011085,19.82325365,-0.000404,1.261222555,2.258206473
9/1/2015,3.25,0,0,3.198673118,-0.148771808,-0.13823426,3.564889945,0.000574713,0.113963932,5,0.154272486,0.002028006,1.974952134,-0.155675658,0.27345292,2.035,-0.081,0.196397669,1.3555,-0.1242,0.143375521,0.008,-0.2,0.019235384,5.884260389,-0.058139957,-0.0565,33.38959656,-0.0264,1.659966707,2.027,0.024379,26.47894872,0.001163,1.430704721,2.348872281
8/1/2015,3.25,0,0,3.347444926,0.852587945,1.345709571,3.333922588,0,0.126420814,5.1,0.148996644,0.001571757,2.126816787,-0.141627628,0.300568322,2.214,0.0124,0.208809988,1.5478,0.0093,0.147828046,0.01,-0.8438,0.019383842,5.942400345,0.00649,0.0065,47.75421195,-0.0626,1.569598264,2.204,-0.010114,31.0086775,0.000064,0.737569658,2.177127522
7/1/2015,3.25,0,0,2.494856981,-0.408211608,-0.335161821,1.971354819,0.002881844,0.119331471,5.2,0.129614814,0.001622748,2.257234328,0.006704716,0.3047145,2.187,-0.0691,0.243900731,1.5336,-0.0656,0.171720955,0.064,2.2,0.012623171,5.935910346,-0.152437234,-0.1414,60.40447018,0.0197,1.654442599,2.123,0.046044,31.11940929,0.000121,0.862911544,2.320977192
6/1/2015,3.25,0,0,2.903068589,0.275505639,0.317196532,1.806719204,-0.002873563,0.122854928,5.3,0.128257553,-4.84E-05,2.35074343,0.350287,0.304832387,2.349,0.1066,0.243494216,1.6413,0.105,0.170532032,0.02,5.6667,0.012821856,6.08834758,0.00363475,0.0036,77.56434269,-0.021,1.678271282,2.329,-0.044036,59.2029608,-0.000054,0.117304447,2.085566202
5/1/2015,3.25,0,0,2.62756295,-0.050028043,-0.048797251,1.880325031,0.011040093,0.119907372,5.6,0.148492424,0.001018231,2.414401782,0.509723203,0.297657491,2.123,0.0432,0.280131636,1.4853,0.0385,0.187120776,0.003,-0.4,0.01176813,6.08471283,-0.014674747,-0.0146,89.5907172,0.0105,1.743226158,2.12,-0.030017,65.27320569,0.000272,0.075659324,2.195934405
4/1/2015,3.25,0,0,2.677590994,-0.049608026,-0.048397646,1.875729695,-0.008069164,0.143697213,5.4,0.184526421,0.001602642,2.463022321,0.203287325,0.27055951,2.035,0.0564,0.297502288,1.4303,0.0426,0.18540996,0.005,-0.8611,0.012894874,6.099387577,0.116335314,0.1234,102.2797511,0.0085,1.74565618,2.03,-0.039438,96.76230345,0.000592,0.180100898,1.963669862
3/1/2015,3.25,0,0,2.72719902,0.136431979,0.146176912,2.057344863,0.004050926,0.145178052,5.4,0.181659021,-0.00343626,2.49100263,0.595172161,0.269711625,1.927,-0.035,0.288377473,1.3718,-0.0858,0.174145113,0.036,1.4,0.012799306,5.983052263,-0.06015499,-0.0584,102.0604844,-0.0174,1.776788325,1.891,0.013546,94.45858471,0.000509,0.551109185,2.094007853
2/1/2015,3.25,0,0,2.59076704,-0.452325757,-0.363853093,2.21824579,0.008756567,0.162921249,5.5,0.182893412,0.003034054,2.5119121,0.434304492,0.242899873,1.997,0.2181,0.292535962,1.5005,0.3013,0.174972171,0.015,0.1538,0.012366622,6.043207253,0.077876488,0.081,99.18135502,0.0549,1.771245864,1.982,-0.068324,55.28001425,-0.000415,0.687143605,1.915221939
1/1/2015,3.25,0,0,3.043092797,0.088182466,0.092187391,2.215802764,-0.001166181,0.181365193,5.7,0.167928556,0.005074285,2.487813311,-0.470589237,0.2321923,1.639,-0.2448,0.186143195,1.1531,-0.3023,0.087501088,0.013,-0.6829,0.013072873,5.965330765,-0.070443687,-0.068,82.22660382,-0.031,1.832324463,1.626,0.114344,106.109547,0.001475,0.337746947,2.022842938
12/1/2014,3.25,0,0,2.954910331,0.364893197,0.440360165,1.699014733,0.000583431,0.193838421,5.6,0.21725561,0.006086935,2.451289981,-0.567010091,0.263750887,2.17,-0.0012,0.168225675,1.6528,0.1067,0.09852052,0.041,2.1538,0.014430292,6.035774452,-0.14240283,-0.1327,59.18815277,-0.0042,1.8322109,2.129,0.030158,152.4653019,-0.000691,0.947854947,1.778312508
11/1/2014,3.25,0,0,2.590017134,-0.05118076,-0.049893086,1.229752237,0.005278592,0.179904296,5.8,0.225942471,0.004536601,2.431118479,-0.539941794,0.236114239,2.173,-0.0696,0.130308011,1.4935,-0.0721,0.09878751,0.013,0.625,0.013680481,6.178177282,-0.112636573,-0.1065,39.01714448,0.0245,1.85965782,2.16,0.036108,198.776479,0.000189,0.919589039,1.910604589
10/1/2014,3.25,0,0,2.641197894,-0.150580461,-0.139791486,1.577067711,-0.004088785,0.167229051,5.7,0.224165118,0.003612699,2.440414353,-0.251227781,0.187636936,2.335,-0.064,0.182259918,1.6095,-0.0871,0.10477399,0.008,-0.6522,0.016914491,6.290813854,-0.062327432,-0.0604,25.8385542,0.0232,1.824007818,2.327,0.028148,82.71321504,0.00019,0.445461558,1.758043521
9/1/2014,3.25,0,0,2.791778355,0.299399691,0.349048718,1.580155709,0.005284792,0.133770118,5.9,0.200624026,0.002530327,2.461185008,0.075256882,0.165003804,2.495,0.0641,0.182053228,1.7631,0.0839,0.126853774,0.023,-0.08,0.01769526,6.353141286,-0.061820148,-0.0599,17.00898719,-0.0155,1.835115536,2.472,-0.019667,78.13913371,0.000191,0.236,1.895374015
8/1/2014,3.25,0,0,2.492378665,-0.337889228,-0.286725706,1.498646324,0.005312869,0.108325641,6.1,0.200624026,0.003984957,2.466774126,-0.167051417,0.185849561,2.345,-0.0846,0.155292877,1.6266,-0.0738,0.15423184,0.025,0,0.016872068,6.414961434,-0.017500409,-0.0173,15.37547451,0.0377,1.821290953,2.32,0.049426,34.58949033,0.000623,0.237000703,1.648723258
7/1/2014,3.25,0,0,2.830267893,0.381852352,0.464995765,1.437819456,0.004149378,0.085173027,6.2,0.237065392,0.002221557,2.456581505,-0.039019396,0.195134484,2.562,0.0116,0.152644249,1.7562,0.0753,0.150886252,0.025,-0.4565,0.018233059,6.432461843,-0.057612467,-0.056,14.47611094,-0.0151,1.916736892,2.537,0.011048,57.59207141,0.000281,0.530254027,1.819115636
6/1/2014,3.25,0,0,2.448415541,0.014802186,0.014912281,1.4044045,0.004166667,0.072264945,6.1,0.255342907,0.003431434,2.416078256,0.186212694,0.189346144,2.532,0.0231,0.150240141,1.6332,0.0611,0.151797681,0.046,0.3143,0.018793912,6.49007431,0.013667646,0.0138,14.2524495,0.0191,1.96712617,2.486,-0.003218,74.60495327,0.000004,0.57627424,1.628563617
5/1/2014,3.25,0,0,2.433613355,-0.162387342,-0.149888143,1.399359854,0.007194245,0.070521864,6.3,0.240935676,0.002989499,2.367101783,0.349260984,0.189922191,2.475,-0.0646,0.136191205,1.5391,-0.0824,0.159469729,0.035,0.4,0.01874863,6.476406664,-0.004421486,-0.0044,13.73237406,0.021,1.950727138,2.44,0.029464,13.03467381,-0.000006,0.203531324,1.70186935
4/1/2014,3.25,0,0,2.596000697,-0.034448258,-0.033861671,1.222203134,0,0.097661547,6.2,0.236748812,0.003377697,2.307374834,0.329675445,0.187729533,2.646,-0.0269,0.151301942,1.6774,-0.0248,0.154426359,0.025,-0.4565,0.018164679,6.480828151,0.005615797,0.0056,14.90426724,0.0062,1.984780988,2.621,0.020936,36.09079111,0.00068,0.003605552,1.191475008
3/1/2014,3.25,0,0,2.630448955,-0.008608375,-0.008571429,1.245896534,0.004214329,0.107501938,6.7,0.212132034,0.004914129,2.204757975,0.644004413,0.184422552,2.719,0.0263,0.229036048,1.72,0.1442,0.19453828,0.046,-0.098,0.018056701,6.475212353,-0.001212783,-0.0012,14.82424042,0.0069,1.971293116,2.673,0.007645,56.16887786,0.000359,0.486430194,1.543197105
2/1/2014,3.25,0,0,2.63905733,-0.273836666,-0.239543726,1.229373847,-0.00598444,0.117492317,6.7,0.223159136,0.004733788,2.042842898,0.369790865,0.142982037,2.649,0.002,0.376872156,1.5032,0.0076,0.303591482,0.051,1.55,0.018056701,6.476425136,0.043073874,0.044,13.19832182,0.0431,1.952311155,2.598,0.006347,32.35679515,0.000266,0.656238778,1.351907856
1/1/2014,3.25,0,0,2.912893995,0.294039373,0.341836735,1.260146046,-0.00238806,0.123450395,6.6,0.228144691,0.004268371,1.905912963,0.372024767,0.132660319,2.644,-0.1263,0.428777591,1.4918,-0.1464,0.347642004,0.02,-0.726,0.019138385,6.433351262,-0.015990245,-0.0159,15.5704804,-0.0356,1.972218561,2.624,0.071553,15.18621988,0.000323,0.389915803,1.457604905
12/1/2013,3.25,0,0,2.618854622,0.001458789,0.001459854,1.139128858,0.004196643,0.09949316,6.7,0.192873015,0.001484629,1.889830887,-0.00858115,0.120743698,3.026,0.102,0.40911483,1.7477,0.274,0.33713042,0.073,0.1967,0.026156792,6.449341507,0.019433337,0.0196,16.51094549,0.0236,1.939218642,2.953,-0.024415,87.49757835,0.000129,0.367072654,1.237659337
11/1/2013,3.25,0,0,2.617395833,-0.003642991,-0.003636364,1.120473139,0.004214329,0.089069261,6.9,0.161864141,0.001846391,1.987053688,-0.204242419,0.203801177,2.746,0.076,0.393942241,1.3718,0.0344,0.341059193,0.061,0.6053,0.02773766,6.42990817,-0.003874494,-0.0039,20.63024787,0.028,1.897696978,2.685,-0.027712,73.19223223,0.000042,0.28955368,1.381238359
10/1/2013,3.25,0,0,2.621038824,-0.188363871,-0.171686747,1.094841567,-0.000601685,0.098183502,7.2,0.173349358,-0.00362828,1.988713292,-0.257528326,0.191125193,2.552,-0.0241,0.40742319,1.3262,-0.0422,0.354540833,0.038,1.5333,0.027480094,6.433782664,-0.015739125,-0.0156,20.01313371,0.0446,1.920585875,2.514,0.01125,54.72131806,0.000122,0.110489819,1.103154254
9/1/2013,3.25,0,0,2.809402695,-0.024398711,-0.024103469,1.219123684,0.003623188,0.106018866,7.2,0.182208672,0.003435633,2.693608055,0.116300449,0.19245689,2.615,-0.0624,0.410260351,1.3847,-0.1586,0.360598214,0.015,-0.4,0.025914389,6.449521789,-0.038240004,-0.0375,20.00274806,0.0297,1.958075392,2.6,0.005859,29.63459668,0.000888,0.106006289,1.259196728
8/1/2013,3.25,0,0,2.833801406,0.2348223,0.264684015,1.193510811,0.002421308,0.100049988,7.2,0.165680415,0.001566432,2.737484916,0.120293156,0.236348526,2.789,0.078,0.338702508,1.6457,0.187,0.283793404,0.025,-0.3421,0.028823023,6.487761793,0.028423696,0.0288,19.33211004,-0.0313,1.987248333,2.764,-0.014221,18.23978181,-0.000054,0.684351761,1.004164285
7/1/2013,3.25,0,0,2.598979106,-0.225964906,-0.202253903,1.342331761,0.006090134,0.09911273,7.3,0.142302495,-0.001589581,2.742249945,0.039399753,0.238428013,2.588,0.0402,0.272076787,1.3864,-0.0069,0.235786412,0.038,0.0857,0.02823414,6.459338097,0.04375664,0.0447,20.90960524,0.0495,1.930584567,2.55,-0.022609,15.15772524,0.000688,0.617807683,1.144827816
6/1/2013,3.25,0,0,2.824944012,0.033778965,0.034355953,1.251349094,-0.001823708,0.097758205,7.5,0.118321596,-0.000384428,2.737140206,0.239970809,0.249084951,2.487,0.1669,0.183464468,1.3961,0.3632,0.132163932,0.035,-0.0789,0.025623123,6.415581457,-0.006785411,-0.0068,19.86290155,-0.015,1.923522048,2.452,-0.039381,39.9546328,-0.000038,0.474898937,0.95855283
5/1/2013,3.25,0,0,2.791165046,0.186994976,0.205621228,1.284912364,0.000608273,0.096153812,7.5,0.134907376,0.004220821,2.732420998,0.178040777,0.264312453,2.132,0.2739,0.158977601,1.0241,0.5114,0.09461559,0.038,-0.2549,0.022980426,6.422366869,-0.014480372,-0.0144,16.80966685,0.0208,1.872411406,2.094,-0.069915,69.91081915,-0.000074,0.480064926,1.050735007
4/1/2013,3.25,0,0,2.604170071,0.062568077,0.064566929,1.446983192,0.004276115,0.089962955,7.6,0.148492424,0.00245098,2.726443479,-0.103963948,0.273351748,1.673,-0.0965,0.160051693,0.6776,-0.119,0.094592518,0.051,-0.2817,0.019867338,6.436847241,-0.047858832,-0.0467,22.24373603,0.0181,1.812609751,1.622,0.047396,131.3699917,0.000714,0.070703607,1.11079972
3/1/2013,3.25,0,0,2.541601993,-0.199882984,-0.181173436,1.326184148,-0.009079903,0.090682597,7.5,0.156364958,0.002508859,2.712730855,0.261450858,0.275344115,1.852,-0.0153,0.157207577,0.7691,0.004,0.092043288,0.071,-0.3302,0.019867338,6.484706073,0.010491972,0.0105,27.58035322,0.036,1.780165905,1.781,-0.000857,86.05532921,0.00017,0.487150901,0.992302844
2/1/2013,3.25,0,0,2.741484977,0.08262502,0.086134454,1.827898208,0.007931666,0.065870243,7.7,0.138564065,-0.003248344,2.68556712,0.819002953,0.277927864,1.881,-0.0524,0.162985889,0.766,-0.1293,0.097451118,0.106,0.3418,0.01912096,6.474214101,-0.041040517,-0.0402,30.61770696,0.0111,1.69484859,1.775,0.01649,62.83858259,0.000347,0.581708976,0.973735877
1/1/2013,3.25,0,0,2.658859957,-0.232622295,-0.20754717,1.768294062,0.006138735,0.053707024,8,0.132098448,-0.05833657,2.633041734,0.295730419,0.227220172,1.985,0.13,0.21722597,0.8798,0.2144,0.1368578,0.079,0.7174,0.019630192,6.515254618,0.04355057,0.0445,32.25398999,0.0504,1.573219502,1.906,-0.040356,21.16995699,0.000448,0.32624122,1.076101148
12/1/2012,3.25,0,0,2.891482252,0.127051718,0.13547574,1.665618178,0.00431566,0.076165026,7.9,0.138021737,0.023708932,2.570661348,-0.269306449,0.270561829,1.757,0.0867,0.233173374,0.7245,0.1712,0.145433616,0.046,-0.4321,0.014109099,6.471704048,-0.005345696,-0.0053,36.68903572,0.0071,1.566953569,1.711,-0.025503,48.34121348,0.000379,0.493820143,0.857078167
11/1/2012,3.25,0,0,2.764430535,-0.158731046,-0.146774194,1.670086053,-0.004297115,0.100642381,7.7,0.145086181,0.012455024,2.259829877,-0.473808669,0.265863514,1.616,-0.0461,0.230526957,0.6186,-0.1424,0.141025925,0.081,-0.2895,0.017524903,6.477049745,0.019124556,0.0193,36.72512888,0.0028,1.631583466,1.535,0.013069,79.67599339,0.000265,0.513087062,1.015158398
10/1/2012,3.25,0,0,2.923161581,0.167591864,0.18245391,1.626168538,0.003078818,0.112822378,7.8,0.122678441,0.006126427,2.116193137,-0.038892514,0.225085281,1.694,0.0373,0.233195793,0.7213,0.1541,0.144522917,0.114,0.2128,0.024908945,6.457925189,-0.042953436,-0.042,36.42406206,-0.0198,1.745856315,1.58,-0.003986,31.1092079,0.00008,0.401100154,0.75055553
9/1/2012,3.25,0,0,2.755569717,-0.10491535,-0.099599262,1.963289119,-0.004901961,0.116542791,7.8,0.118321596,0.006446188,2.207508221,0.446221227,0.241999218,1.633,0.055,0.246822563,0.625,0.0622,0.152332037,0.094,0.033,0.032262982,6.500878625,-0.01388325,-0.0138,36.26465848,0.0242,1.775684661,1.539,-0.028056,16.12503945,0.000157,0.223500186,0.971988306
8/1/2012,3.25,0,0,2.860485067,-0.080262898,-0.077126307,2.608179633,0.004307692,0.152552359,8.1,0.103923048,-0.003351955,2.36607985,0.556515818,0.244142522,1.548,0.0536,0.245849005,0.5884,0.0044,0.147402376,0.091,-0.1415,0.039503024,6.514761875,0.059842596,0.0617,35.58398684,0.0198,1.790033178,1.457,-0.019212,43.34424669,-0.000172,0.149044736,0.674447941
7/1/2012,3.25,0,0,2.940747965,0.102839777,0.108313817,3.27949089,-0.001229256,0.155791884,8.2,0.142302495,-0.007585494,2.435282475,-0.162978586,0.23793662,1.47,-0.1056,0.203138951,0.5858,-0.1824,0.129030653,0.106,0.2326,0.036924096,6.454919279,0.058917721,0.0607,40.35344891,0.0126,1.928625523,1.364,0.044671,59.56962861,0.001154,0.117874227,0.794145154
6/1/2012,3.25,0,0,2.837908188,-0.342642481,-0.290108034,5.598675249,0.001847291,0.158257877,8.2,0.192483766,-0.001258463,2.480998284,-0.146639688,0.229924321,1.643,0.0514,0.203155113,0.7165,0.0909,0.124504674,0.086,0.2113,0.036157679,6.396001558,0.005417997,0.0054,37.28951427,0.0396,1.93518617,1.557,-0.019824,54.31937778,-0.000491,0.769793695,0.68966594
5/1/2012,3.25,0,0,3.180550669,0.338552495,0.402915394,5.604515647,0.006195787,0.158846537,8.2,0.217830209,-0.000327093,2.476892418,-0.117347937,0.221902581,1.563,-0.1856,0.286115361,0.6568,-0.1918,0.172772247,0.071,-0.268,0.039465315,6.390583561,-0.138657889,-0.1295,31.98236081,-0.0627,1.933783425,1.492,0.098554,54.3071524,0.000108,0.716144538,0.753512078
4/1/2012,3.25,0,0,2.841998174,0.10115815,0.106451613,5.599879646,-0.011029412,0.157423703,8.2,0.226825924,0.003889871,2.438343036,0.30210295,0.212605021,1.919,-0.1333,0.434092527,0.8127,-0.2187,0.30380591,0.097,0.3662,0.035793389,6.52924145,-0.005581881,-0.0056,31.21441251,-0.0075,1.892305902,1.822,0.047272,116.7295094,0.000716,0.318887127,0.428950618
3/1/2012,3.25,0,0,2.740840024,-0.173139748,-0.158979924,5.646288652,0.014925373,0.104158,8.2,0.229782506,0.003141945,2.364466194,0.759455862,0.21962193,2.214,0.1217,0.509541232,1.0402,0.2042,0.368044931,0.071,-0.1235,0.034403004,6.534823332,-0.021241133,-0.021,33.42143705,0.0313,1.835803923,2.143,-0.044988,165.6808495,-0.000285,0.553705999,0.613882659
2/1/2012,3.25,0,0,2.913979772,-0.053353079,-0.051954781,5.650542279,0.003119152,0.093428523,8.3,0.207846097,0.005426337,2.278940021,0.440297355,0.185502619,1.974,0.0995,0.581031803,0.8638,0.2233,0.445557522,0.081,0.4464,0.030884912,6.556064465,0.062798793,0.0648,43.64084391,0.0406,1.833873862,1.893,-0.024496,58.65703519,-0.000635,0.445506827,0.471549713
1/1/2012,3.25,0,0,2.96733285,-0.185403172,-0.169230726,5.91492519,0,0.112170505,8.3,0.18761663,0.006280763,2.117230864,0.440019143,0.206770858,1.795,-0.0431,0.617537592,0.7061,-0.1527,0.515646917,0.056,1.8,0.035963098,6.493265672,0.024148077,0.0244,46.84362882,0.0436,1.83994211,1.739,-0.005795,80.06584918,0.00045,0.582505794,0.517424294
12/1/2011,3.25,0,0,3.152736022,-0.172299962,-0.158273351,6.001094942,-0.003109453,0.114678294,8.5,0.139463257,0.00884498,1.872606903,-0.246651638,0.267491927,1.876,-0.0943,0.609980883,0.8334,-0.129,0.528487033,0.02,1.5,0.048259599,6.469117595,-0.02012305,-0.0199,45.65921515,0.0085,1.849122379,1.856,0.034102,37.18665984,-0.000495,0.403691714,0.410703564
11/1/2011,3.25,0,0,3.325035985,-0.074827141,-0.072096131,6.143205832,0.017077799,0.085433535,8.6,0.100995049,-0.001007622,1.773956546,-0.084356133,0.251839869,2.072,-0.021,0.586919311,0.9568,-0.0098,0.50679533,0.008,-1.8,0.055621838,6.489240645,0.015419087,0.0155,45.82091113,-0.0051,1.842217382,2.064,0.021636,40.92516503,0.000291,0.338333169,0.497110129
10/1/2011,3.25,0,0,3.399863125,-0.360406302,-0.302607083,6.140613839,-0.008155583,0.088719283,8.8,0.058736701,0.000361841,1.775724999,-0.206268263,0.240198722,2.116,0.1037,0.530981701,0.9663,0.0118,0.466863781,-0.01,-1.4,0.052336518,6.473821558,0.092006894,0.0964,47.35662943,0.1077,1.840861949,2.126,-0.037082,62.69141562,0.00065,0.307584135,0.304212313
9/1/2011,3.25,0,0,3.760269427,0.306479564,0.358633701,6.014801461,0.005044136,0.080615686,9,0.064807407,-0.002114874,1.784869785,0.151846212,0.209753675,1.917,-0.1418,0.384002619,0.955,-0.015,0.398319641,0.025,0.6667,0.055808801,6.381814664,-0.132435253,-0.124,50.61814156,-0.0718,1.762482269,1.892,0.138029,42.47184404,-0.001243,0.595395947,0.484427581
8/1/2011,3.25,0,0,3.453789863,0.224963708,0.252277267,3.525495916,0.002528445,0.08080154,9,0.167928556,-0.001416504,1.922211404,0.27575889,0.216489898,2.234,-0.2,0.301643351,0.9695,-0.2823,0.357307811,0.015,-0.8485,0.049347295,6.514249917,-0.016740241,-0.0166,62.07301364,-0.0568,1.803920441,2.219,0.100097,142.0090018,0.001945,0.769250501,0.162233573
7/1/2011,3.25,0,0,3.228826156,0.424254388,0.528450363,2.293276853,-0.003150599,0.089374369,9,0.172626765,0.002659781,1.994976618,0.088604567,0.221507371,2.793,-0.1163,0.345910152,1.3508,-0.2343,0.368326103,0.099,3.95,0.052873959,6.530990158,0.025437515,0.0258,72.13078008,-0.0215,1.896206787,2.694,0.045984,231.5194158,-0.000921,1.216658265,0.304277011
6/1/2011,3.25,0,0,2.804571768,0.066962765,0.069255663,2.097551371,-0.004391468,0.088719283,9.1,0.179025138,0.00303046,2.010255325,-0.107096706,0.223306461,3.16,0.0331,0.39709004,1.7641,0.0392,0.39374331,0.02,-0.6226,0.043600331,6.505552643,-0.055839626,-0.0543,86.39417058,-0.0183,2.014623131,3.14,-0.020786,134.7462319,0.000198,1.201550665,0.187585845
5/1/2011,3.25,0,0,2.737609003,0.046365921,0.047457627,2.502661034,0.002515723,0.078916271,9,0.184526421,-0.002119411,2.022834454,0.470418753,0.204293311,3.059,-0.0702,0.398758476,1.6976,-0.1391,0.395828056,0.053,0.2326,0.037187961,6.56139227,-0.070339116,-0.0679,88.78486182,-0.0135,2.025778168,3.006,0.034299,40.15687878,0.001021,0.599140495,0.278915364
4/1/2011,3.25,0,0,2.691243083,-0.184578894,-0.16854566,2.381773396,0.013384321,0.080526048,9.1,0.174499284,-0.00242368,2.060389264,0.643942954,0.214080522,3.29,-0.0519,0.386996756,1.9719,-0.1321,0.38660626,0.043,-0.5426,0.024551307,6.631731385,0.044700513,0.0457,80.8678849,0.0285,2.036671913,3.247,0.021352,29.86004088,0.000672,0.807741914,0.238292003
3/1/2011,3.25,0,0,2.875821977,-0.033807598,-0.033242507,3.420220842,-0.001273074,0.090529308,9,0.167928556,-0.003366311,2.089753275,0.975107203,0.214805285,3.47,0.014,0.366444918,2.272,0.0632,0.36108517,0.094,-0.338,0.01806193,6.587030872,0.049113649,0.0503,71.1859533,-0.001,2.0044304,3.376,0.002477,48.01769437,0.000077,1.052877169,0.33218765
2/1/2011,3.25,0,0,2.909629575,-0.062322222,-0.060419915,3.740128412,-0.008832808,0.107310557,9,0.154919334,0.00216322,2.082638564,0.493136503,0.128211573,3.422,0.0142,0.405195481,2.137,0.0982,0.408392567,0.142,-0.0658,0.018433062,6.537917223,0.052877794,0.0543,56.38421033,0.032,1.925806399,3.28,0.013722,22.09578404,0.000241,0.508846735,0.182515526
1/1/2011,3.25,0,0,2.971951796,0.09556628,0.100281746,3.536325865,0.00571066,0.118794875,9.1,0.156364958,0.003903826,2.077010191,0.476323005,0.100425444,3.374,0.0262,0.474310318,1.946,-0.0309,0.485619467,0.152,0.1969,0.018500751,6.485039429,0.036417317,0.0371,43.61721308,0.0226,1.847503903,3.222,-0.033947,14.50364755,0.001078,0.204490424,0.253551592
12/1/2010,3.25,0,0,2.876385516,-0.282315628,-0.245964348,3.690309628,-0.003162555,0.136059627,9.3,0.148492424,0.005171383,2.18661333,0.171844079,0.089046165,3.288,0.1755,0.504843474,2.008,0.3697,0.510288905,0.127,-0.2395,0.01897835,6.448622112,0.092795393,0.0972,29.83413995,0.0653,1.756725731,3.161,-0.033938,29.3956719,-0.000083,0.865864308,0.210403171
11/1/2010,3.25,0,0,3.158701144,0.104699915,0.110377353,3.553536635,0.002536462,0.150495478,9.8,0.140712473,0.000181941,2.28305808,0.042064642,0.089561912,2.797,0.0745,0.52016601,1.466,0.2541,0.520190136,0.167,0.4034,0.029815917,6.355826718,0.020488287,0.0207,27.62176509,-0.0023,1.742243298,2.63,-0.018945,59.34640188,-0.000524,0.73936076,0.263697807
